session,trial,begFrame,endFrame,Var5
1,1,1,3610,recording_20150527_104626.tif
1,2,3611,7225,recording_20150527_104948.tif
1,3,7226,10825,recording_20150527_105750.tif
1,4,10826,14431,recording_20150527_110410.tif
1,5,14432,18043,recording_20150527_111018.tif
1,6,18044,21655,recording_20150527_111631.tif
1,7,21656,25267,recording_20150527_111949.tif
