session,trial,begFrame,endFrame,Var5
1,1,1,3623,recording_20150602_150342.tif
1,2,3624,7250,recording_20150602_150716.tif
1,3,7251,10862,recording_20150602_151329.tif
1,4,10863,14471,recording_20150602_151945.tif
1,5,14472,18183,recording_20150602_152556.tif
1,6,18184,21803,recording_20150602_153217.tif
1,7,21804,25414,recording_20150602_153539.tif
