session,trial,begFrame,endFrame,Var5
1,1,1,3609,recording_20150604_104855.tif
1,2,3610,7224,recording_20150604_105238.tif
1,3,7225,10831,recording_20150604_105846.tif
1,4,10832,14448,recording_20150604_110512.tif
1,5,14449,18073,recording_20150604_111124.tif
1,6,18074,21679,recording_20150604_111734.tif
1,7,21680,25287,recording_20150604_112057.tif
