session,trial,begFrame,endFrame,Var5
1,1,1,3610,recording_20150531_110350.tif
1,2,3611,7223,recording_20150531_110724.tif
1,3,7224,10879,recording_20150531_111339.tif
1,4,10880,14490,recording_20150531_111947.tif
1,5,14491,18100,recording_20150531_112607.tif
1,6,18101,21714,recording_20150531_113218.tif
1,7,21715,25324,recording_20150531_113534.tif
