session,trial,begFrame,endFrame,Var5
1,1,1,3611,recording_20150525_144619.tif
1,2,3612,7221,recording_20150525_145000.tif
1,3,7222,10831,recording_20150525_145618.tif
1,4,10832,14441,recording_20150525_150225.tif
1,5,14442,18059,recording_20150525_150835.tif
1,6,18060,21704,recording_20150525_151439.tif
1,7,21705,25316,recording_20150525_151757.tif
