session,trial,begFrame,endFrame,Var5
1,1,1,3631,recording_20150606_150817.tif
1,2,3632,7256,recording_20150606_151154.tif
1,3,7257,10873,recording_20150606_151812.tif
1,4,10874,14598,recording_20150606_152421.tif
1,5,14599,18209,recording_20150606_153045.tif
1,6,18210,21827,recording_20150606_153709.tif
1,7,21828,25437,recording_20150606_154031.tif
