session,trial,begFrame,endFrame,Var5
1,1,1,3612,recording_20150711_103144.tif
1,2,3613,7226,recording_20150711_103501.tif
1,3,7227,10830,recording_20150711_104107.tif
1,4,10831,14448,recording_20150711_104711.tif
1,5,14449,18058,recording_20150711_105323.tif
1,6,18059,21671,recording_20150711_105938.tif
1,7,21672,25282,recording_20150711_110252.tif
