session,trial,begFrame,endFrame,Var5
1,1,1,3622,recording_20150709_145828.tif
1,2,3623,7234,recording_20150709_150143.tif
1,3,7235,10906,recording_20150709_150750.tif
1,4,10907,14666,recording_20150709_151357.tif
1,5,14667,18268,recording_20150709_152009.tif
1,6,18269,21890,recording_20150709_152613.tif
1,7,21891,25501,recording_20150709_152933.tif
