session,trial,begFrame,endFrame,Var5
1,1,1,3606,recording_20150707_092808.tif
1,2,3607,7417,recording_20150707_093121.tif
1,3,7418,11028,recording_20150707_093742.tif
1,4,11029,14624,recording_20150707_094351.tif
1,5,14625,18226,recording_20150707_095006.tif
1,6,18227,21836,recording_20150707_095622.tif
1,7,21837,25442,recording_20150707_095940.tif
