session,trial,begFrame,endFrame,Var5
1,1,1,3603,recording_20150715_093135.tif
1,2,3604,7230,recording_20150715_093455.tif
1,3,7231,10830,recording_20150715_094102.tif
1,4,10831,14433,recording_20150715_094707.tif
1,5,14434,18046,recording_20150715_095311.tif
1,6,18047,21642,recording_20150715_095921.tif
1,7,21643,25263,recording_20150715_100243.tif
