session,trial,begFrame,endFrame,Var5
1,1,1,3604,recording_20150709_093809.tif
1,2,3605,7208,recording_20150709_094124.tif
1,3,7209,10830,recording_20150709_094728.tif
1,4,10831,14442,recording_20150709_095333.tif
1,5,14443,18052,recording_20150709_095939.tif
1,6,18053,21664,recording_20150709_100550.tif
1,7,21665,25271,recording_20150709_100908.tif
