session,trial,begFrame,endFrame,Var5
1,1,1,3601,recording_20150711_152451.tif
1,2,3602,7206,recording_20150711_152808.tif
1,3,7207,10818,recording_20150711_153425.tif
1,4,10819,14430,recording_20150711_154040.tif
1,5,14431,18044,recording_20150711_154648.tif
1,6,18045,21705,recording_20150711_155256.tif
1,7,21706,25299,recording_20150711_155623.tif
