session,trial,begFrame,endFrame,Var5
1,1,1,3611,recording_20150701_100813.tif
1,2,3612,7276,recording_20150701_101134.tif
1,3,7277,10888,recording_20150701_101755.tif
1,4,10889,13752,recording_20150701_102417.tif
1,5,13753,17364,recording_20150701_103034.tif
1,6,17365,20975,recording_20150701_103652.tif
1,7,20976,24702,recording_20150701_104016.tif
