session,trial,begFrame,endFrame,Var5
1,1,1,3610,recording_20150713_103418.tif
1,2,3611,7222,recording_20150713_103736.tif
1,3,7223,10827,recording_20150713_104356.tif
1,4,10828,14434,recording_20150713_105013.tif
1,5,14435,18037,recording_20150713_105618.tif
1,6,18038,21665,recording_20150713_110225.tif
1,7,21666,25267,recording_20150713_110539.tif
