session,trial,begFrame,endFrame,Var5
1,1,1,3610,recording_20150802_160349.tif
1,2,3611,7228,recording_20150802_160709.tif
1,3,7229,10824,recording_20150802_161340.tif
1,4,10825,14436,recording_20150802_161952.tif
1,5,14437,18044,recording_20150802_162559.tif
1,6,18045,21672,recording_20150802_163224.tif
1,7,21673,25280,recording_20150802_163545.tif
