session,trial,begFrame,endFrame,Var5
1,1,1,3605,recording_20150727_123954.tif
1,2,3606,7212,recording_20150727_124313.tif
1,3,7213,10819,recording_20150727_124929.tif
1,4,10820,14424,recording_20150727_125541.tif
1,5,14425,18027,recording_20150727_130159.tif
1,6,18028,21639,recording_20150727_130814.tif
1,7,21640,25252,recording_20150727_131131.tif
