session,trial,begFrame,endFrame,Var5
1,1,1,3613,recording_20150804_094954.tif
1,2,3614,7323,recording_20150804_095315.tif
1,3,7324,10928,recording_20150804_095929.tif
1,4,10929,14583,recording_20150804_100601.tif
1,5,14584,18179,recording_20150804_101214.tif
1,6,18180,21789,recording_20150804_101820.tif
1,7,21790,25385,recording_20150804_102142.tif
