session,trial,begFrame,endFrame,Var5
1,1,1,3620,recording_20150715_152025.tif
1,2,3621,7228,recording_20150715_152342.tif
1,3,7229,10856,recording_20150715_153005.tif
1,4,10857,14463,recording_20150715_153638.tif
1,5,14464,18066,recording_20150715_154253.tif
1,6,18067,21680,recording_20150715_154910.tif
1,7,21681,25605,recording_20150715_155227.tif
