session,trial,begFrame,endFrame,Var5
1,1,1,3610,recording_20150707_145057.tif
1,2,3611,7212,recording_20150707_145415.tif
1,3,7213,10825,recording_20150707_150034.tif
1,4,10826,14459,recording_20150707_150647.tif
1,5,14460,18061,recording_20150707_151305.tif
1,6,18062,21692,recording_20150707_151918.tif
1,7,21693,25301,recording_20150707_152239.tif
