session,trial,begFrame,endFrame,Var5
1,1,1,3611,recording_20150703_152115.tif
1,2,3612,7227,recording_20150703_152431.tif
1,3,7228,10839,recording_20150703_153045.tif
1,4,10840,14444,recording_20150703_153701.tif
1,5,14445,18057,recording_20150703_154320.tif
1,6,18058,21676,recording_20150703_154929.tif
1,7,21677,25287,recording_20150703_155258.tif
