session,trial,begFrame,endFrame,Var5
1,1,1,3605,recording_20150705_110416.tif
1,2,3606,7301,recording_20150705_110734.tif
1,3,7302,10931,recording_20150705_111357.tif
1,4,10932,14555,recording_20150705_112008.tif
1,5,14556,18190,recording_20150705_112632.tif
1,6,18191,21936,recording_20150705_113253.tif
1,7,21937,25567,recording_20150705_113641.tif
