session,trial,begFrame,endFrame,Var5
1,1,1,3631,recording_20151027_110332.tif
1,2,3632,7249,recording_20151027_110810.tif
1,3,7250,10941,recording_20151027_111428.tif
1,4,10942,14563,recording_20151027_112042.tif
1,5,14564,18187,recording_20151027_112653.tif
1,6,18188,21788,recording_20151027_113314.tif
1,7,21789,25403,recording_20151027_113629.tif
