session,trial,begFrame,endFrame,Var5
1,1,1,3604,recording_20151108_160910.tif
1,2,3605,7226,recording_20151108_161227.tif
1,3,7227,10834,recording_20151108_161836.tif
1,4,10835,14439,recording_20151108_162448.tif
1,5,14440,18096,recording_20151108_163057.tif
1,6,18097,21789,recording_20151108_163730.tif
1,7,21790,25390,recording_20151108_164051.tif
