session,trial,begFrame,endFrame,Var5
1,1,1,3620,recording_20151027_153643.tif
1,2,3621,7212,recording_20151027_154000.tif
1,3,7213,10833,recording_20151027_154625.tif
1,4,10834,14444,recording_20151027_155241.tif
1,5,14445,18176,recording_20151027_155845.tif
1,6,18177,21797,recording_20151027_160501.tif
1,7,21798,25402,recording_20151027_160819.tif
