session,trial,begFrame,endFrame,Var5
1,1,1,3605,recording_20151029_111217.tif
1,2,3606,7211,recording_20151029_111532.tif
1,3,7212,10781,recording_20151029_112141.tif
1,4,10782,14387,recording_20151029_112757.tif
1,5,14388,17964,recording_20151029_113412.tif
1,6,17965,21608,recording_20151029_114022.tif
1,7,21609,25243,recording_20151029_114338.tif
