session,trial,begFrame,endFrame,Var5
1,1,1,3598,recording_20151106_100746.tif
1,2,3599,7203,recording_20151106_101103.tif
1,3,7204,10808,recording_20151106_101706.tif
1,4,10809,14432,recording_20151106_102314.tif
1,5,14433,18037,recording_20151106_102940.tif
1,6,18038,21641,recording_20151106_103550.tif
1,7,21642,25244,recording_20151106_103906.tif
