session,trial,begFrame,endFrame,Var5
1,1,1,3600,recording_20151031_152634.tif
1,2,3601,7197,recording_20151031_152948.tif
1,3,7198,10802,recording_20151031_153711.tif
1,4,10803,14451,recording_20151031_154321.tif
1,5,14452,18058,recording_20151031_154931.tif
1,6,18059,21664,recording_20151031_155545.tif
1,7,21665,25300,recording_20151031_155902.tif
