session,trial,begFrame,endFrame,Var5
1,1,1,3614,recording_20150606_142140.tif
1,2,3615,7227,recording_20150606_142509.tif
1,3,7228,10856,recording_20150606_143114.tif
1,4,10857,14518,recording_20150606_143719.tif
1,5,14519,18183,recording_20150606_144332.tif
1,6,18184,21797,recording_20150606_144957.tif
1,7,21798,25408,recording_20150606_145309.tif
