session,trial,begFrame,endFrame,Var5
1,1,1,3611,recording_20150531_101201.tif
1,2,3612,7228,recording_20150531_101538.tif
1,3,7229,10847,recording_20150531_102208.tif
1,4,10848,14458,recording_20150531_102821.tif
1,5,14459,18083,recording_20150531_103450.tif
1,6,18084,21695,recording_20150531_104106.tif
1,7,21696,25302,recording_20150531_104425.tif
