session,trial,begFrame,endFrame,Var5
1,1,1,3614,recording_20150602_141613.tif
1,2,3615,7231,recording_20150602_141959.tif
1,3,7232,10847,recording_20150602_142614.tif
1,4,10848,14461,recording_20150602_143228.tif
1,5,14462,18074,recording_20150602_143839.tif
1,6,18075,21705,recording_20150602_144457.tif
1,7,21706,25316,recording_20150602_144813.tif
