session,trial,begFrame,endFrame,Var5
1,1,1,3612,recording_20150525_162225.tif
1,2,3613,7229,recording_20150525_162543.tif
1,3,7230,10860,recording_20150525_163153.tif
1,4,10861,14474,recording_20150525_163811.tif
1,5,14475,18083,recording_20150525_164418.tif
1,6,18084,21707,recording_20150525_165031.tif
1,7,21708,25338,recording_20150525_165348.tif
