session,trial,begFrame,endFrame,Var5
1,1,1,3620,recording_20150723_161649.tif
1,2,3621,7228,recording_20150723_162014.tif
1,3,7229,10831,recording_20150723_162622.tif
1,4,10832,14470,recording_20150723_163228.tif
1,5,14471,18086,recording_20150723_163846.tif
1,6,18087,19885,recording_20150723_164453.tif
1,7,19886,21738,recording_20150723_164933.tif
1,8,21739,25381,recording_20150723_165125.tif
