session,trial,begFrame,endFrame,Var5
1,1,1,3614,recording_20150721_120212.tif
1,2,3615,7217,recording_20150721_120538.tif
1,3,7218,10840,recording_20150721_121211.tif
1,4,10841,14449,recording_20150721_121819.tif
1,5,14450,18116,recording_20150721_122432.tif
1,6,18117,21746,recording_20150721_123044.tif
1,7,21747,25359,recording_20150721_123404.tif
