session,trial,begFrame,endFrame,Var5
1,1,1,3617,recording_20150701_151133.tif
1,2,3618,7229,recording_20150701_151450.tif
1,3,7230,10838,recording_20150701_152123.tif
1,4,10839,14488,recording_20150701_152844.tif
1,5,14489,18094,recording_20150701_153502.tif
1,6,18095,21705,recording_20150701_154119.tif
1,7,21706,25317,recording_20150701_154437.tif
