session,trial,begFrame,endFrame,Var5
1,1,1,3608,recording_20150705_153950.tif
1,2,3609,7228,recording_20150705_154308.tif
1,3,7229,10835,recording_20150705_154922.tif
1,4,10836,14484,recording_20150705_155759.tif
1,5,14485,18091,recording_20150705_160436.tif
1,6,18092,21695,recording_20150705_161045.tif
1,7,21696,25311,recording_20150705_161400.tif
