session,trial,begFrame,endFrame,Var5
1,1,1,3623,recording_20150711_112102.tif
1,2,3624,6958,recording_20150711_112422.tif
1,3,6959,10570,recording_20150711_113031.tif
1,4,10571,14185,recording_20150711_113657.tif
1,5,14186,17924,recording_20150711_114307.tif
1,6,17925,21543,recording_20150711_114918.tif
1,7,21544,25155,recording_20150711_115230.tif
