session,trial,begFrame,endFrame,Var5
1,1,1,3603,recording_20150703_111904.tif
1,2,3604,7263,recording_20150703_112225.tif
1,3,7264,10874,recording_20150703_112846.tif
1,4,10875,14544,recording_20150703_113456.tif
1,5,14545,18189,recording_20150703_114134.tif
1,6,18190,21851,recording_20150703_114745.tif
1,7,21852,25459,recording_20150703_115113.tif
