session,trial,begFrame,endFrame,Var5
1,1,1,3745,recording_20150709_155515.tif
1,2,3746,7360,recording_20150709_155839.tif
1,3,7361,10976,recording_20150709_160445.tif
1,4,10977,14572,recording_20150709_161050.tif
1,5,14573,18180,recording_20150709_161712.tif
1,6,18181,21789,recording_20150709_162317.tif
1,7,21790,25413,recording_20150709_162632.tif
