session,trial,begFrame,endFrame,Var5
1,1,1,3605,recording_20150715_104224.tif
1,2,3606,7215,recording_20150715_104545.tif
1,3,7216,8619,recording_20150715_105155.tif
1,4,8620,10579,recording_20150715_105311.tif
1,5,10580,14182,recording_20150715_105809.tif
1,6,14183,17783,recording_20150715_110423.tif
1,7,17784,21466,recording_20150715_111036.tif
1,8,21467,25062,recording_20150715_111408.tif
