session,trial,begFrame,endFrame,Var5
1,1,1,3605,recording_20150602_100912.tif
1,2,3606,7216,recording_20150602_101246.tif
1,3,7217,10879,recording_20150602_101858.tif
1,4,10880,14498,recording_20150602_102519.tif
1,5,14499,18104,recording_20150602_103126.tif
1,6,18105,21721,recording_20150602_103735.tif
1,7,21722,25346,recording_20150602_104051.tif
