session,trial,begFrame,endFrame,Var5
1,1,1,3612,recording_20150529_113549.tif
1,2,3613,7279,recording_20150529_113921.tif
1,3,7280,10951,recording_20150529_114612.tif
1,4,10952,14557,recording_20150529_115250.tif
1,5,14558,18168,recording_20150529_115924.tif
1,6,18169,21814,recording_20150529_120557.tif
1,7,21815,25433,recording_20150529_120914.tif
