session,trial,begFrame,endFrame,Var5
1,1,1,3499,recording_20150604_145346.tif
1,2,3500,7117,recording_20150604_145737.tif
1,3,7118,10734,recording_20150604_150403.tif
1,4,10735,14462,recording_20150604_151014.tif
1,5,14463,18124,recording_20150604_151644.tif
1,6,18125,21745,recording_20150604_152301.tif
1,7,21746,25356,recording_20150604_152619.tif
