session,trial,begFrame,endFrame,Var5
1,1,1,3609,recording_20150531_151708.tif
1,2,3610,7218,recording_20150531_152052.tif
1,3,7219,10823,recording_20150531_152721.tif
1,4,10824,14436,recording_20150531_153329.tif
1,5,14437,18093,recording_20150531_153942.tif
1,6,18094,21826,recording_20150531_154554.tif
1,7,21827,25436,recording_20150531_154918.tif
