session,trial,begFrame,endFrame,Var5
1,1,1,3616,recording_20150608_150343.tif
1,2,3617,7231,recording_20150608_150725.tif
1,3,7232,10841,recording_20150608_151344.tif
1,4,10842,14441,recording_20150608_151953.tif
1,5,14442,18107,recording_20150608_152617.tif
1,6,18108,21833,recording_20150608_153237.tif
1,7,21834,25477,recording_20150608_153603.tif
