session,trial,begFrame,endFrame,Var5
1,1,1,3613,recording_20150527_145236.tif
1,2,3614,7222,recording_20150527_145606.tif
1,3,7223,10830,recording_20150527_150218.tif
1,4,10831,14487,recording_20150527_151013.tif
1,5,14488,18105,recording_20150527_151732.tif
1,6,18106,21729,recording_20150527_152359.tif
1,7,21730,25353,recording_20150527_152725.tif
