session,trial,begFrame,endFrame,Var5
1,1,1,3610,recording_20150525_100635.tif
1,2,3611,7223,recording_20150525_101015.tif
1,3,7224,10833,recording_20150525_101628.tif
1,4,10834,14470,recording_20150525_102249.tif
1,5,14471,18083,recording_20150525_102917.tif
1,6,18084,21716,recording_20150525_103541.tif
1,7,21717,25394,recording_20150525_103915.tif
