session,trial,begFrame,endFrame,Var5
1,1,1,3606,recording_20150529_095358.tif
1,2,3607,7256,recording_20150529_095736.tif
1,3,7257,10878,recording_20150529_100409.tif
1,4,10879,14493,recording_20150529_101019.tif
1,5,14494,18104,recording_20150529_101633.tif
1,6,18105,21744,recording_20150529_102248.tif
1,7,21745,25355,recording_20150529_102604.tif
